Event	ID	Name			Wwise Object Path	Notes
	540993415	Start_Music			\Default Work Unit\Music\Start_Music	
	953277036	Resume			\Default Work Unit\Menu\Resume	
	1093725892	NPC_Angry			\Default Work Unit\Dialogue\NPC_Angry	
	1217129213	QTE_Hit			\Default Work Unit\Gameplay SFX\QTE_Hit	
	1244834824	State_Mediate			\Default Work Unit\Music\Instensity\State_Mediate	
	1426186273	QTE_Perfect			\Default Work Unit\Gameplay SFX\QTE_Perfect	
	1432716332	Game_Over			\Default Work Unit\Gameplay SFX\Game_Over	
	1510544299	NPC_Talk			\Default Work Unit\Dialogue\NPC_Talk	
	2166671746	Menu_Adjust			\Default Work Unit\Menu\Menu_Adjust	
	2196625209	NPC_Stop			\Default Work Unit\Dialogue\NPC_Stop	
	2575031991	State_Intense			\Default Work Unit\Music\Instensity\State_Intense	
	2684797902	Menu_Nav			\Default Work Unit\Menu\Menu_Nav	
	2837384057	Stop_Music			\Default Work Unit\Music\Stop_Music	
	2880738500	State_Silent			\Default Work Unit\Music\Instensity\State_Silent	
	2914981333	Stop_Menu			\Default Work Unit\Music\Menu\Stop_Menu	
	2977420043	Start_Menu			\Default Work Unit\Music\Menu\Start_Menu	
	3063554414	Menu_Back			\Default Work Unit\Menu\Menu_Back	
	3092587493	Pause			\Default Work Unit\Menu\Pause	
	3425439425	NPC_Tired			\Default Work Unit\Dialogue\NPC_Tired	
	3675814650	State_Calm			\Default Work Unit\Music\Instensity\State_Calm	
	3855974658	QTE_Miss			\Default Work Unit\Gameplay SFX\QTE_Miss	
	4203375351	Menu_Select			\Default Work Unit\Menu\Menu_Select	

Switch Group	ID	Name			Wwise Object Path	Notes
	1541636155	NPC_Dialogue			\Default Work Unit\SFX\NPC_Dialogue	

Switch	ID	Name	Switch Group			Notes
	1206605712	Angry	NPC_Dialogue			
	3386657621	Tired	NPC_Dialogue			

State Group	ID	Name			Wwise Object Path	Notes
	1852808225	Playing			\Default Work Unit\Playing	
	2470328564	Intensity			\Default Work Unit\Intensity	

State	ID	Name	State Group			Notes
	89505537	Gameplay	Playing			
	748895195	None	Playing			
	2607556080	Menu	Playing			
	748895195	None	Intensity			
	3160623154	Silent	Intensity			
	3753286132	Calm	Intensity			
	4019181194	Mediate	Intensity			
	4223512837	Intense	Intensity			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1097468465	Laughter			\Default Work Unit\Laughter	

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	419695715	Angry Dialogue 4	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Angry Dialogue 4_86D4D0ED.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue\Mood\Angry\Angry Dialogue 4		24594
	422559067	Angry Dialogue	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Angry Dialogue_F34467F0.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue\Mood\Angry\Angry Dialogue		16706
	452667185	Menu Select Beep	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu\Menu Select Beep_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Menu Select Beep		2102
	530961174	Intense_Jupiter_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Jupiter_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Jupiter_180bpm_tail		475631
	549676011	Mediate_Sbass_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_Sbass_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_Sbass_180bpm_4b_tail		549824
	572561407	Hit	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Hit_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gameplay\Hit		10798
	593321699	Calm_HiHat_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_HiHat_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_HiHat_180bpm_4b_tail		108780
	613973448	Mediate_16mm_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_16mm_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_16mm_180bpm_4b_tail		423602
	647416999	Mediate_PianoLH_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_PianoLH_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_PianoLH_180bpm_4b_tail		459962
	767485936	Menu Nav	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu\Menu Nav_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Menu Nav		3680
	783345208	Calm_Bassguitar_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_Bassguitar_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_Bassguitar_180bpm_4b_tail		343524
	817135513	Dialogue 4	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Dialogue 4_2424721A.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue\Mood\Calm\Dialogue 4		21910
	827364640	Intense_16mm_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_16mm_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_16mm_180bpm_tail		402634
	834450179	Miss	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Miss_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Gameplay\Miss		17650
	867652906	Mediate_Guitar_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_Guitar_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_Guitar_180bpm_4b_tail		322530
	872952000	Dialogue 3	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Dialogue 3_4D05A96E.wem		\Actor-Mixer Hierarchy\Default Work Unit\Dialogue\Mood\Calm\Dialogue 3		31606
	926802467	Calm_PianoRH_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_PianoRH_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_PianoRH_180bpm_4b_tail		443043
	940001257	Calm_EPiano_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_EPiano_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_EPiano_180bpm_4b_tail		467992
	965771257	Mediate_EPiano_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Mediate_EPiano_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Mediate\Mediate_Track\Mediate_EPiano_180bpm_4b_tail		436482
	999403510	Pause	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu\Pause_05A531A7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Menu\Pause		7156
	1010371254	Menu_Drums_90bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu_Drums_90bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Menu\Menu_Track\Menu_Drums_90bpm_4b_tail		684338
	1031649684	Intense_Sbass_180bpm_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Sbass_180bpm_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Sbass_180bpm_tail		493535
	1040733307	Intense_Ther_180bpm_longtail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Intense_Ther_180bpm_longtail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Instense\Intense_Track\Intense_Ther_180bpm_longtail		414211
	1049719941	Menu_Guitars_90bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu_Guitars_90bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Menu\Menu_Track\Menu_Guitars_90bpm_4b_tail		890074
	1051850607	Calm_Guitar_180bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Calm_Guitar_180bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Gameplay\Calm\Calm_Track\Calm_Guitar_180bpm_4b_tail		335456
	1070698980	Menu_Keyss_90bpm_4b_tail	Y:\Desktop\GGJ2024\GlobalGameJam2024\GlobalGameJam2024_WwiseProject\.cache\Mac\SFX\Menu_Keyss_90bpm_4b_tail_18320D45.wem		\Interactive Music Hierarchy\Default Work Unit\Music\Menu\Menu_Track\Menu_Keyss_90bpm_4b_tail		981990

